ensembl_gene_id	entrezgene_id	gene_biotype	external_gene_name	subsystem
ENSG00000100564	5283	protein_coding	PIGH	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000142892	10026	protein_coding	PIGK	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000108474	9487	protein_coding	PIGL	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000143315	93183	protein_coding	PIGM	Glycosphingolipid metabolism
ENSG00000143315	93183	protein_coding	PIGM	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000143315	93183	protein_coding	PIGM	Sphingolipid metabolism
ENSG00000197563	23556	protein_coding	PIGN	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000165282	84720	protein_coding	PIGO	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000185808	51227	protein_coding	PIGP	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000007541	9091	protein_coding	PIGQ	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000087111	94005	protein_coding	PIGS	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000124155	51604	protein_coding	PIGT	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000101464	128869	protein_coding	PIGU	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000060642	55650	protein_coding	PIGV	Glycosphingolipid metabolism
ENSG00000060642	55650	protein_coding	PIGV	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000060642	55650	protein_coding	PIGV	Sphingolipid metabolism
ENSG00000275600	284098	protein_coding	PIGW	NA
ENSG00000277161	284098	protein_coding	PIGW	NA
ENSG00000163964	54965	protein_coding	PIGX	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ENSG00000011405	5286	protein_coding	PIK3C2A	Inositol phosphate metabolism
ENSG00000121879	5290	protein_coding	PIK3CA	Inositol phosphate metabolism
ENSG00000117461	8503	protein_coding	PIK3R3	Inositol phosphate metabolism
ENSG00000196455	30849	protein_coding	PIK3R4	Isolated
ENSG00000141506	23533	protein_coding	PIK3R5	Inositol phosphate metabolism
ENSG00000276231	146850	protein_coding	PIK3R6	NA
ENSG00000115020	200576	protein_coding	PIKFYVE	Inositol phosphate metabolism
ENSG00000150867	5305	protein_coding	PIP4K2A	Inositol phosphate metabolism
ENSG00000166908	79837	protein_coding	PIP4K2C	Inositol phosphate metabolism
ENSG00000143398	8394	protein_coding	PIP5K1A	Inositol phosphate metabolism
ENSG00000186111	23396	protein_coding	PIP5K1C	Inositol phosphate metabolism
ENSG00000179761	51268	protein_coding	PIPOX	Glycine, serine and threonine metabolism
ENSG00000179761	51268	protein_coding	PIPOX	Lysine metabolism
ENSG00000241878	23761	protein_coding	PISD	Glycerophospholipid metabolism
ENSG00000180957	23760	protein_coding	PITPNB	NA
ENSG00000262785	5313	protein_coding	PKLR	NA
ENSG00000143627	5313	protein_coding	PKLR	Glycolysis / Gluconeogenesis
ENSG00000143627	5313	protein_coding	PKLR	Purine metabolism
ENSG00000143627	5313	protein_coding	PKLR	Pyrimidine metabolism
ENSG00000143627	5313	protein_coding	PKLR	Pyruvate metabolism
ENSG00000123739	81579	protein_coding	PLA2G12A	Ether lipid metabolism
ENSG00000123739	81579	protein_coding	PLA2G12A	Glycerolipid metabolism
ENSG00000123739	81579	protein_coding	PLA2G12A	Glycerophospholipid metabolism
ENSG00000138308	84647	protein_coding	PLA2G12B	Ether lipid metabolism
ENSG00000138308	84647	protein_coding	PLA2G12B	Glycerolipid metabolism
ENSG00000138308	84647	protein_coding	PLA2G12B	Glycerophospholipid metabolism
ENSG00000103066	23659	protein_coding	PLA2G15	Glycerophospholipid metabolism
ENSG00000103066	23659	protein_coding	PLA2G15	Leukotriene metabolism
ENSG00000170890	5319	protein_coding	PLA2G1B	Ether lipid metabolism
ENSG00000170890	5319	protein_coding	PLA2G1B	Glycerolipid metabolism
ENSG00000170890	5319	protein_coding	PLA2G1B	Glycerophospholipid metabolism
ENSG00000187980	391013	protein_coding	PLA2G2C	Ether lipid metabolism
ENSG00000187980	391013	protein_coding	PLA2G2C	Glycerolipid metabolism
ENSG00000187980	391013	protein_coding	PLA2G2C	Glycerophospholipid metabolism
ENSG00000117215	26279	protein_coding	PLA2G2D	Ether lipid metabolism
ENSG00000117215	26279	protein_coding	PLA2G2D	Glycerolipid metabolism
ENSG00000117215	26279	protein_coding	PLA2G2D	Glycerophospholipid metabolism
ENSG00000188784	30814	protein_coding	PLA2G2E	Ether lipid metabolism
ENSG00000188784	30814	protein_coding	PLA2G2E	Glycerolipid metabolism
ENSG00000188784	30814	protein_coding	PLA2G2E	Glycerophospholipid metabolism
ENSG00000158786	64600	protein_coding	PLA2G2F	Ether lipid metabolism
ENSG00000158786	64600	protein_coding	PLA2G2F	Glycerolipid metabolism
ENSG00000158786	64600	protein_coding	PLA2G2F	Glycerophospholipid metabolism
ENSG00000100078	50487	protein_coding	PLA2G3	Ether lipid metabolism
ENSG00000100078	50487	protein_coding	PLA2G3	Glycerolipid metabolism
ENSG00000100078	50487	protein_coding	PLA2G3	Glycerophospholipid metabolism
ENSG00000243708	100137049	protein_coding	PLA2G4B	Ether lipid metabolism
ENSG00000243708	100137049	protein_coding	PLA2G4B	Glycerolipid metabolism
ENSG00000243708	100137049	protein_coding	PLA2G4B	Glycerophospholipid metabolism
ENSG00000105499	8605	protein_coding	PLA2G4C	Ether lipid metabolism
ENSG00000105499	8605	protein_coding	PLA2G4C	Glycerolipid metabolism
ENSG00000105499	8605	protein_coding	PLA2G4C	Glycerophospholipid metabolism
ENSG00000159337	283748	protein_coding	PLA2G4D	Ether lipid metabolism
ENSG00000159337	283748	protein_coding	PLA2G4D	Glycerolipid metabolism
ENSG00000159337	283748	protein_coding	PLA2G4D	Glycerophospholipid metabolism
ENSG00000188089	123745	protein_coding	PLA2G4E	Ether lipid metabolism
ENSG00000188089	123745	protein_coding	PLA2G4E	Glycerolipid metabolism
ENSG00000188089	123745	protein_coding	PLA2G4E	Glycerophospholipid metabolism
ENSG00000168907	255189	protein_coding	PLA2G4F	Ether lipid metabolism
ENSG00000168907	255189	protein_coding	PLA2G4F	Glycerolipid metabolism
ENSG00000168907	255189	protein_coding	PLA2G4F	Glycerophospholipid metabolism
ENSG00000146070	7941	protein_coding	PLA2G7	Glycerophospholipid metabolism
ENSG00000011422	5329	protein_coding	PLAUR	NA
ENSG00000121316	79887	protein_coding	PLBD1	NA
ENSG00000182621	23236	protein_coding	PLCB1	Inositol phosphate metabolism
ENSG00000137841	5330	protein_coding	PLCB2	Inositol phosphate metabolism
ENSG00000101333	5332	protein_coding	PLCB4	Inositol phosphate metabolism
ENSG00000187091	5333	protein_coding	PLCD1	Inositol phosphate metabolism
ENSG00000161714	113026	protein_coding	PLCD3	Inositol phosphate metabolism
ENSG00000115556	84812	protein_coding	PLCD4	Inositol phosphate metabolism
ENSG00000138193	51196	protein_coding	PLCE1	Inositol phosphate metabolism
ENSG00000139151	89869	protein_coding	PLCZ1	Inositol phosphate metabolism
ENSG00000075651	5337	protein_coding	PLD1	Ether lipid metabolism
ENSG00000075651	5337	protein_coding	PLD1	Glycerophospholipid metabolism
ENSG00000105223	23646	protein_coding	PLD3	Ether lipid metabolism
ENSG00000105223	23646	protein_coding	PLD3	Glycerophospholipid metabolism
ENSG00000166428	122618	protein_coding	PLD4	Ether lipid metabolism
ENSG00000166428	122618	protein_coding	PLD4	Glycerophospholipid metabolism
ENSG00000179598	201164	protein_coding	PLD6	Glycerophospholipid metabolism
ENSG00000166819	5346	protein_coding	PLIN1	Transport, nuclear
ENSG00000147872	123	protein_coding	PLIN2	Transport, nuclear
ENSG00000100979	5360	protein_coding	PLTP	Transport, nuclear
ENSG00000100417	5372	protein_coding	PMM1	Fructose and mannose metabolism
ENSG00000140650	5373	protein_coding	PMM2	Fructose and mannose metabolism
ENSG00000165688	23203	protein_coding	PMPCA	Inositol phosphate metabolism
ENSG00000105819	9512	protein_coding	PMPCB	NA
ENSG00000163344	10654	protein_coding	PMVK	Cholesterol biosynthesis 1 (Bloch pathway) 
ENSG00000175535	5406	protein_coding	PNLIP	Acylglycerides metabolism
ENSG00000175535	5406	protein_coding	PNLIP	Retinol metabolism
ENSG00000187021	5407	protein_coding	PNLIPRP1	Acylglycerides metabolism
ENSG00000187021	5407	protein_coding	PNLIPRP1	Retinol metabolism
ENSG00000266200	5408	polymorphic_pseudogene	PNLIPRP2	NA
ENSG00000141744	5409	protein_coding	PNMT	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000198805	4860	protein_coding	PNP	Nicotinate and nicotinamide metabolism
ENSG00000198805	4860	protein_coding	PNP	Nucleotide metabolism
ENSG00000198805	4860	protein_coding	PNP	Purine metabolism
ENSG00000198805	4860	protein_coding	PNP	Pyrimidine metabolism
ENSG00000177666	57104	protein_coding	PNPLA2	Acylglycerides metabolism
ENSG00000177666	57104	protein_coding	PNPLA2	Retinol metabolism
ENSG00000177666	57104	protein_coding	PNPLA2	Transport, nuclear
ENSG00000100344	80339	protein_coding	PNPLA3	Acylglycerides metabolism
ENSG00000100344	80339	protein_coding	PNPLA3	Leukotriene metabolism
ENSG00000100344	80339	protein_coding	PNPLA3	Retinol metabolism
ENSG00000100344	80339	protein_coding	PNPLA3	Transport, mitochondrial
ENSG00000006757	8228	protein_coding	PNPLA4	Acylglycerides metabolism
ENSG00000006757	8228	protein_coding	PNPLA4	Retinol metabolism
ENSG00000135241	50640	protein_coding	PNPLA8	Glycerophospholipid metabolism
ENSG00000108439	55163	protein_coding	PNPO	Vitamin B6 metabolism
ENSG00000138035	87178	protein_coding	PNPT1	Nucleotide metabolism
ENSG00000101868	5422	protein_coding	POLA1	Nucleotide metabolism
ENSG00000014138	23649	protein_coding	POLA2	Nucleotide metabolism
ENSG00000062822	5424	protein_coding	POLD1	Nucleotide metabolism
ENSG00000106628	5425	protein_coding	POLD2	Nucleotide metabolism
ENSG00000077514	10714	protein_coding	POLD3	Nucleotide metabolism
ENSG00000175482	57804	protein_coding	POLD4	Nucleotide metabolism
ENSG00000177084	5426	protein_coding	POLE	Nucleotide metabolism
ENSG00000100479	5427	protein_coding	POLE2	Nucleotide metabolism
ENSG00000148229	54107	protein_coding	POLE3	Nucleotide metabolism
ENSG00000115350	56655	protein_coding	POLE4	Nucleotide metabolism
ENSG00000068654	25885	protein_coding	POLR1A	Nucleotide metabolism
ENSG00000125630	84172	protein_coding	POLR1B	Nucleotide metabolism
ENSG00000171453	9533	protein_coding	POLR1C	Nucleotide metabolism
ENSG00000186184	51082	protein_coding	POLR1D	Nucleotide metabolism
ENSG00000137054	64425	protein_coding	POLR1E	Nucleotide metabolism
ENSG00000284832	5430	protein_coding	POLR2A	NA
ENSG00000181222	5430	protein_coding	POLR2A	Nucleotide metabolism
ENSG00000228049	246721	protein_coding	POLR2J2	NA
ENSG00000168255	NA	protein_coding	POLR2J3	NA
ENSG00000285437	548644	protein_coding	POLR2J3	NA
ENSG00000148606	11128	protein_coding	POLR3A	Nucleotide metabolism
ENSG00000013503	55703	protein_coding	POLR3B	Nucleotide metabolism
ENSG00000168495	661	protein_coding	POLR3D	Nucleotide metabolism
ENSG00000132664	10621	protein_coding	POLR3F	Nucleotide metabolism
ENSG00000121851	84265	protein_coding	POLR3GL	Nucleotide metabolism
ENSG00000100413	171568	protein_coding	POLR3H	Fructose and mannose metabolism
ENSG00000161980	51728	protein_coding	POLR3K	Nucleotide metabolism
ENSG00000196313	9883	protein_coding	POM121	NA
ENSG00000115138	5443	protein_coding	POMC	NA
ENSG00000186951	5465	protein_coding	PPARA	Isolated
ENSG00000132170	5468	protein_coding	PPARG	NA
ENSG00000109819	10891	protein_coding	PPARGC1A	NA
ENSG00000155846	133522	protein_coding	PPARGC1B	NA
ENSG00000128059	5471	protein_coding	PPAT	Purine metabolism
ENSG00000138621	60490	protein_coding	PPCDC	Pantothenate and CoA biosynthesis
ENSG00000127125	79717	protein_coding	PPCS	Pantothenate and CoA biosynthesis
ENSG00000163590	151742	protein_coding	PPM1L	Transport, endoplasmic reticular
ENSG00000143224	5498	protein_coding	PPOX	Porphyrin metabolism
ENSG00000172531	5499	protein_coding	PPP1CA	Isolated
ENSG00000117592	9588	protein_coding	PRDX6	Arachidonic acid metabolism
ENSG00000117592	9588	protein_coding	PRDX6	Cysteine and methionine metabolism
ENSG00000117592	9588	protein_coding	PRDX6	Estrogen metabolism
ENSG00000117592	9588	protein_coding	PRDX6	Glutathione metabolism
ENSG00000117592	9588	protein_coding	PRDX6	Linoleate metabolism
ENSG00000117592	9588	protein_coding	PRDX6	Metabolism of xenobiotics by cytochrome P450
ENSG00000117592	9588	protein_coding	PRDX6	Miscellaneous
ENSG00000117592	9588	protein_coding	PRDX6	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000117592	9588	protein_coding	PRDX6	Purine metabolism
ENSG00000138073	10113	protein_coding	PREB	NA
ENSG00000188783	5549	protein_coding	PRELP	NA
ENSG00000198056	5557	protein_coding	PRIM1	NA
ENSG00000146143	5558	protein_coding	PRIM2	NA
ENSG00000132356	5562	protein_coding	PRKAA1	Isolated
ENSG00000106617	51422	protein_coding	PRKAG2	Isolated
ENSG00000108946	5573	protein_coding	PRKAR1A	Isolated
ENSG00000154229	5578	protein_coding	PRKCA	Isolated
ENSG00000163932	5580	protein_coding	PRKCD	Isolated
ENSG00000130175	5589	protein_coding	PRKCSH	Isolated
ENSG00000184304	5587	protein_coding	PRKD1	Isolated
ENSG00000184304	5587	protein_coding	PRKD1	Transport, endoplasmic reticular
ENSG00000100462	10419	protein_coding	PRMT5	Phenylalanine, tyrosine and tryptophan biosynthesis
ENSG00000115718	5624	protein_coding	PROC	NA
ENSG00000100033	5625	protein_coding	PRODH	Arginine and proline metabolism
ENSG00000250799	58510	protein_coding	PRODH2	Arginine and proline metabolism
ENSG00000184500	5627	protein_coding	PROS1	NA
ENSG00000126231	8858	protein_coding	PROZ	NA
ENSG00000147224	5631	protein_coding	PRPS1	Pentose phosphate pathway
ENSG00000229937	221823	protein_coding	PRPS1L1	Pentose phosphate pathway
ENSG00000101911	5634	protein_coding	PRPS2	Pentose phosphate pathway
ENSG00000197746	5660	protein_coding	PSAP	NA
ENSG00000135069	29968	protein_coding	PSAT1	Glycine, serine and threonine metabolism
ENSG00000129084	5682	protein_coding	PSMA1	NA
ENSG00000154611	143471	protein_coding	PSMA8	NA
ENSG00000100764	5700	protein_coding	PSMC1	NA
ENSG00000173692	5707	protein_coding	PSMD1	NA
ENSG00000115233	10213	protein_coding	PSMD14	NA
ENSG00000163636	9861	protein_coding	PSMD6	NA
ENSG00000284916	5720	protein_coding	PSME1	NA
ENSG00000092010	5720	protein_coding	PSME1	NA
ENSG00000284889	5721	protein_coding	PSME2	NA
ENSG00000100911	5721	protein_coding	PSME2	NA
ENSG00000068878	23198	protein_coding	PSME4	NA
ENSG00000125818	9491	protein_coding	PSMF1	NA
ENSG00000146733	5723	protein_coding	PSPH	Glycine, serine and threonine metabolism
ENSG00000156471	9791	protein_coding	PTDSS1	Glycerophospholipid metabolism
ENSG00000282367	81490	protein_coding	PTDSS2	NA
ENSG00000174915	81490	protein_coding	PTDSS2	Glycerophospholipid metabolism
ENSG00000284792	5728	protein_coding	PTEN	NA
ENSG00000171862	5728	protein_coding	PTEN	Inositol phosphate metabolism
ENSG00000107317	5730	protein_coding	PTGDS	Eicosanoid metabolism
ENSG00000107317	5730	protein_coding	PTGDS	prostaglandin biosynthesis
ENSG00000148344	9536	protein_coding	PTGES	Arachidonic acid metabolism
ENSG00000148344	9536	protein_coding	PTGES	Eicosanoid metabolism
ENSG00000148344	9536	protein_coding	PTGES	Leukotriene metabolism
ENSG00000148344	9536	protein_coding	PTGES	Omega-3 fatty acid metabolism
ENSG00000148344	9536	protein_coding	PTGES	prostaglandin biosynthesis
ENSG00000148334	80142	protein_coding	PTGES2	Eicosanoid metabolism
ENSG00000148334	80142	protein_coding	PTGES2	Omega-3 fatty acid metabolism
ENSG00000148334	80142	protein_coding	PTGES2	prostaglandin biosynthesis
ENSG00000124212	5740	protein_coding	PTGIS	prostaglandin biosynthesis
ENSG00000095303	5742	protein_coding	PTGS1	Arachidonic acid metabolism
ENSG00000095303	5742	protein_coding	PTGS1	Eicosanoid metabolism
ENSG00000095303	5742	protein_coding	PTGS1	Linoleate metabolism
ENSG00000095303	5742	protein_coding	PTGS1	Omega-3 fatty acid metabolism
ENSG00000095303	5742	protein_coding	PTGS1	prostaglandin biosynthesis
ENSG00000095303	5742	protein_coding	PTGS1	Transport, endoplasmic reticular
ENSG00000095303	5742	protein_coding	PTGS1	Transport, nuclear
ENSG00000183010	5831	protein_coding	PYCR1	Arginine and proline metabolism
ENSG00000143811	29920	protein_coding	PYCR2	Arginine and proline metabolism
ENSG00000100994	5834	protein_coding	PYGB	Starch and sucrose metabolism
ENSG00000100504	5836	protein_coding	PYGL	Starch and sucrose metabolism
ENSG00000068976	5837	protein_coding	PYGM	Starch and sucrose metabolism
ENSG00000151552	5860	protein_coding	QDPR	Biopterin metabolism
ENSG00000151552	5860	protein_coding	QDPR	Folate metabolism
ENSG00000103485	23475	protein_coding	QPRT	Nicotinate and nicotinamide metabolism
ENSG00000101146	8480	protein_coding	RAE1	NA
ENSG00000153201	5903	protein_coding	RANBP2	Transport, nuclear
ENSG00000116473	5906	protein_coding	RAP1A	NA
ENSG00000127314	5908	protein_coding	RAP1B	NA
ENSG00000079337	10411	protein_coding	RAPGEF3	NA
ENSG00000091428	11069	protein_coding	RAPGEF4	NA
ENSG00000265241	9939	protein_coding	RBM8A	NA
ENSG00000114113	5948	protein_coding	RBP2	Retinol metabolism
ENSG00000121039	157506	protein_coding	RDH10	Bile acid biosynthesis
ENSG00000121039	157506	protein_coding	RDH10	Leukotriene metabolism
ENSG00000121039	157506	protein_coding	RDH10	Propanoate metabolism
ENSG00000121039	157506	protein_coding	RDH10	Retinol metabolism
ENSG00000121039	157506	protein_coding	RDH10	Valine, leucine, and isoleucine metabolism
ENSG00000072042	51109	protein_coding	RDH11	Retinol metabolism
ENSG00000139988	145226	protein_coding	RDH12	Bile acid biosynthesis
ENSG00000139988	145226	protein_coding	RDH12	Leukotriene metabolism
ENSG00000139988	145226	protein_coding	RDH12	Propanoate metabolism
ENSG00000139988	145226	protein_coding	RDH12	Retinol metabolism
ENSG00000139988	145226	protein_coding	RDH12	Valine, leucine, and isoleucine metabolism
ENSG00000139547	8608	protein_coding	RDH16	Retinol metabolism
ENSG00000135437	5959	protein_coding	RDH5	Retinol metabolism
ENSG00000080511	50700	protein_coding	RDH8	Retinol metabolism
ENSG00000102032	5973	protein_coding	RENBP	Amino sugar and nucleotide sugar metabolism
ENSG00000042445	54884	protein_coding	RETSAT	NA
ENSG00000135002	55312	protein_coding	RFK	Riboflavin metabolism
ENSG00000163933	91869	protein_coding	RFT1	NA
ENSG00000205937	10921	protein_coding	RNPS1	NA
ENSG00000069667	6095	protein_coding	RORA	Isolated
ENSG00000197713	6120	protein_coding	RPE	Pentose phosphate pathway
ENSG00000116745	6121	protein_coding	RPE65	Retinol metabolism
ENSG00000153574	22934	protein_coding	RPIA	Pentose phosphate pathway
ENSG00000198755	4736	protein_coding	RPL10A	NA
ENSG00000142541	23521	protein_coding	RPL13A	NA
ENSG00000188846	9045	protein_coding	RPL14	NA
ENSG00000125691	9349	protein_coding	RPL23	NA
ENSG00000037241	51121	protein_coding	RPL26L1	NA
ENSG00000100316	6122	protein_coding	RPL3	NA
ENSG00000136942	11224	protein_coding	RPL35	NA
ENSG00000130255	25873	protein_coding	RPL36	NA
ENSG00000089157	6175	protein_coding	RPLP0	NA
ENSG00000137818	6176	protein_coding	RPLP1	NA
ENSG00000177600	6181	protein_coding	RPLP2	NA
ENSG00000163902	6184	protein_coding	RPN1	N-glycan metabolism
ENSG00000118705	6185	protein_coding	RPN2	N-glycan metabolism
ENSG00000140988	6187	protein_coding	RPS2	NA
ENSG00000149273	6188	protein_coding	RPS3	NA
ENSG00000145425	6189	protein_coding	RPS3A	NA
ENSG00000198034	6191	protein_coding	RPS4X	NA
ENSG00000129824	6192	protein_coding	RPS4Y1	NA
ENSG00000083845	6193	protein_coding	RPS5	NA
ENSG00000168028	3921	protein_coding	RPSA	NA
ENSG00000167325	6240	protein_coding	RRM1	Purine metabolism
ENSG00000167325	6240	protein_coding	RRM1	Pyrimidine metabolism
ENSG00000171848	6241	protein_coding	RRM2	Purine metabolism
ENSG00000171848	6241	protein_coding	RRM2	Pyrimidine metabolism
ENSG00000048392	50484	protein_coding	RRM2B	Purine metabolism
ENSG00000048392	50484	protein_coding	RRM2B	Pyrimidine metabolism
ENSG00000186350	6256	protein_coding	RXRA	Isolated
ENSG00000211456	22908	protein_coding	SACM1L	Inositol phosphate metabolism
ENSG00000100347	25813	protein_coding	SAMM50	NA
ENSG00000152700	51128	protein_coding	SAR1B	NA
ENSG00000123453	1757	protein_coding	SARDH	Arginine and proline metabolism
ENSG00000123453	1757	protein_coding	SARDH	Glycine, serine and threonine metabolism
ENSG00000123453	1757	protein_coding	SARDH	Sulfur metabolism
ENSG00000130066	6303	protein_coding	SAT1	Arginine and proline metabolism
ENSG00000130066	6303	protein_coding	SAT1	Pentose phosphate pathway
ENSG00000141504	112483	protein_coding	SAT2	Arginine and proline metabolism
ENSG00000141504	112483	protein_coding	SAT2	Pentose phosphate pathway
ENSG00000109929	6309	protein_coding	SC5D	Cholesterol biosynthesis 1 (Bloch pathway) 
ENSG00000109929	6309	protein_coding	SC5D	Cholesterol biosynthesis 2
ENSG00000073060	949	protein_coding	SCARB1	Transport, extracellular
ENSG00000132330	51540	protein_coding	SCLY	Isolated
ENSG00000132330	51540	protein_coding	SCLY	Other amino acid
ENSG00000284194	9997	protein_coding	SCO2	NA
ENSG00000116171	6342	protein_coding	SCP2	Bile acid biosynthesis
ENSG00000115884	6382	protein_coding	SDC1	Acylglycerides metabolism
ENSG00000115884	6382	protein_coding	SDC1	Transport, extracellular
ENSG00000169439	6383	protein_coding	SDC2	NA
ENSG00000162512	9672	protein_coding	SDC3	NA
ENSG00000124145	6385	protein_coding	SDC4	NA
ENSG00000073578	6389	protein_coding	SDHA	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000117118	6390	protein_coding	SDHB	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000143252	6391	protein_coding	SDHC	Oxidative phosphorylation
ENSG00000143252	6391	protein_coding	SDHC	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000204370	6392	protein_coding	SDHD	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
ENSG00000135094	10993	protein_coding	SDS	Glycine, serine and threonine metabolism
ENSG00000140612	23478	protein_coding	SEC11A	Lysine metabolism
ENSG00000166562	90701	protein_coding	SEC11C	Lysine metabolism
ENSG00000157020	6396	protein_coding	SEC13	NA
ENSG00000100934	10484	protein_coding	SEC23A	NA
ENSG00000138802	10427	protein_coding	SEC24B	NA
ENSG00000176986	9632	protein_coding	SEC24C	NA
ENSG00000150961	9871	protein_coding	SEC24D	NA
ENSG00000138674	22872	protein_coding	SEC31A	NA
ENSG00000058262	29927	protein_coding	SEC61A1	NA
ENSG00000065665	55176	protein_coding	SEC61A2	NA
ENSG00000106803	10952	protein_coding	SEC61B	NA
ENSG00000132432	23480	protein_coding	SEC61G	NA
ENSG00000085415	81929	protein_coding	SEH1L	NA
ENSG00000137872	80031	protein_coding	SEMA6D	NA
ENSG00000086475	22929	protein_coding	SEPHS1	Other amino acid
ENSG00000179918	22928	protein_coding	SEPHS2	Other amino acid
ENSG00000198964	259230	protein_coding	SGMS1	Sphingolipid metabolism
ENSG00000164023	166929	protein_coding	SGMS2	Sphingolipid metabolism
ENSG00000166224	8879	protein_coding	SGPL1	Sphingolipid metabolism
ENSG00000285281	81537	protein_coding	SGPP1	NA
ENSG00000126821	81537	protein_coding	SGPP1	Inositol phosphate metabolism
ENSG00000126821	81537	protein_coding	SGPP1	Sphingolipid metabolism
ENSG00000126821	81537	protein_coding	SGPP1	Transport, extracellular
ENSG00000163082	130367	protein_coding	SGPP2	Inositol phosphate metabolism
ENSG00000163082	130367	protein_coding	SGPP2	Transport, extracellular
ENSG00000181523	6448	protein_coding	SGSH	Heparan sulfate degradation
ENSG00000284320	6470	protein_coding	SHMT1	NA
ENSG00000176974	6470	protein_coding	SHMT1	Glycine, serine and threonine metabolism
ENSG00000182199	6472	protein_coding	SHMT2	Glycine, serine and threonine metabolism
ENSG00000182199	6472	protein_coding	SHMT2	Lysine metabolism
ENSG00000090402	6476	protein_coding	SI	Galactose metabolism
ENSG00000090402	6476	protein_coding	SI	Isolated
ENSG00000090402	6476	protein_coding	SI	Starch and sucrose metabolism
ENSG00000169375	25942	protein_coding	SIN3A	Isolated
ENSG00000127511	23309	protein_coding	SIN3B	Isolated
ENSG00000141526	9123	protein_coding	SLC16A3	Transport, extracellular
ENSG00000141526	9123	protein_coding	SLC16A3	Transport, mitochondrial
ENSG00000141526	9123	protein_coding	SLC16A3	Transport, peroxisomal
ENSG00000168679	9122	protein_coding	SLC16A4	Transport, extracellular
ENSG00000168679	9122	protein_coding	SLC16A4	Transport, mitochondrial
ENSG00000168679	9122	protein_coding	SLC16A4	Transport, peroxisomal
ENSG00000100156	23539	protein_coding	SLC16A8	Transport, extracellular
ENSG00000100156	23539	protein_coding	SLC16A8	Transport, mitochondrial
ENSG00000100156	23539	protein_coding	SLC16A8	Transport, peroxisomal
ENSG00000117479	10560	protein_coding	SLC19A2	Transport, extracellular
ENSG00000135917	80704	protein_coding	SLC19A3	Transport, extracellular
ENSG00000112499	6582	protein_coding	SLC22A2	Transport, extracellular
ENSG00000170482	9963	protein_coding	SLC23A1	Transport, extracellular
ENSG00000089057	9962	protein_coding	SLC23A2	Transport, extracellular
ENSG00000183048	1468	protein_coding	SLC25A10	Transport, mitochondrial
ENSG00000108528	8402	protein_coding	SLC25A11	Transport, mitochondrial
ENSG00000115840	8604	protein_coding	SLC25A12	Transport, mitochondrial
ENSG00000004864	10165	protein_coding	SLC25A13	Transport, mitochondrial
ENSG00000102743	10166	protein_coding	SLC25A15	Transport, mitochondrial
ENSG00000122912	8034	protein_coding	SLC25A16	Transport, mitochondrial
ENSG00000100372	10478	protein_coding	SLC25A17	Transport, peroxisomal
ENSG00000120329	83884	protein_coding	SLC25A2	Transport, mitochondrial
ENSG00000178537	788	protein_coding	SLC25A20	Carnitine shuttle (endoplasmic reticular)
ENSG00000178537	788	protein_coding	SLC25A20	Carnitine shuttle (mitochondrial)
ENSG00000178537	788	protein_coding	SLC25A20	Carnitine shuttle (peroxisomal)
ENSG00000178537	788	protein_coding	SLC25A20	Transport, extracellular
ENSG00000178537	788	protein_coding	SLC25A20	Transport, mitochondrial
ENSG00000183032	89874	protein_coding	SLC25A21	Transport, mitochondrial
ENSG00000164933	81034	protein_coding	SLC25A32	NA
ENSG00000151729	291	protein_coding	SLC25A4	Transport, mitochondrial
ENSG00000130304	376497	protein_coding	SLC27A1	Arachidonic acid metabolism
ENSG00000130304	376497	protein_coding	SLC27A1	Transport, extracellular
ENSG00000130304	376497	protein_coding	SLC27A1	Transport, nuclear
ENSG00000130304	376497	protein_coding	SLC27A1	Vitamin E metabolism
ENSG00000140284	11001	protein_coding	SLC27A2	Arachidonic acid metabolism
ENSG00000140284	11001	protein_coding	SLC27A2	Beta oxidation of phytanic acid (peroxisomal)
ENSG00000140284	11001	protein_coding	SLC27A2	Bile acid biosynthesis
ENSG00000140284	11001	protein_coding	SLC27A2	Bile acid recycling
